0.000000000,0.0154236
0.023219955,0.0238614
0.046439909,0.0126825
0.069659864,0.00270336
0.092879819,0.0160069
0.116099773,0.0354378
0.139319728,0.035623
0.162539683,0.0203356
0.185759637,0.0088475
0.208979592,0.00420611
0.232199546,0.00395244
0.255419501,0.00321083
0.278639456,0.0019667
0.301859410,0.00131337
0.325079365,0.000983834
0.348299320,0.0014933
0.371519274,0.00507482
0.394739229,0.0104127
0.417959184,0.0523334
0.441179138,0.209077
0.464399093,0.264589
0.487619048,0.256544
0.510839002,0.231384
0.534058957,0.209566
0.557278912,0.206979
0.580498866,0.188507
0.603718821,0.191965
0.626938776,0.200421
0.650158730,0.212619
0.673378685,0.211713
0.696598639,0.154247
0.719818594,0.0497137
0.743038549,0.00972238
0.766258503,0.0140421
0.789478458,0.018549
0.812698413,0.0167869
0.835918367,0.0109347
0.859138322,0.00949769
0.882358277,0.0104998
0.905578231,0.0061625
0.928798186,0.00528701
0.952018141,0.00386109
0.975238095,0.00295112
0.998458050,0.00206169
1.021678005,0.00457308
1.044897959,0.0229569
1.068117914,0.108576
1.091337868,0.149207
1.114557823,0.199121
1.137777778,0.12847
1.160997732,0.095011
1.184217687,0.196328
1.207437642,0.198311
1.230657596,0.216343
1.253877551,0.183002
1.277097506,0.175117
1.300317460,0.162275
1.323537415,0.160312
1.346757370,0.154127
1.369977324,0.162158
1.393197279,0.174023
1.416417234,0.190989
1.439637188,0.193928
1.462857143,0.191424
1.486077098,0.176467
1.509297052,0.16734
1.532517007,0.167259
1.555736961,0.163219
1.578956916,0.175655
1.602176871,0.179532
1.625396825,0.175564
1.648616780,0.184545
1.671836735,0.185284
1.695056689,0.189393
1.718276644,0.188992
1.741496599,0.156944
1.764716553,0.0392476
1.787936508,0.0198071
1.811156463,0.0176653
1.834376417,0.018319
1.857596372,0.0135065
1.880816327,0.0148936
1.904036281,0.0144082
1.927256236,0.0103721
1.950476190,0.0131636
1.973696145,0.0108388
1.996916100,0.00840147
2.020136054,0.101608
2.043356009,0.134287
2.066575964,0.149706
2.089795918,0.0317019
2.113015873,0.0166912
2.136235828,0.0128418
2.159455782,0.00703155
2.182675737,0.0558209
2.205895692,0.147667
2.229115646,0.28997
2.252335601,0.241619
2.275555556,0.235899
2.298775510,0.234209
2.321995465,0.237976
2.345215420,0.233011
2.368435374,0.224322
2.391655329,0.233211
2.414875283,0.230135
2.438095238,0.226116
2.461315193,0.217147
2.484535147,0.218628
2.507755102,0.219167
2.530975057,0.185871
2.554195011,0.191054
2.577414966,0.213259
2.600634921,0.228686
2.623854875,0.175726
2.647074830,0.12217
2.670294785,0.073522
2.693514739,0.0343525
2.716734694,0.0432531
2.739954649,0.0303143
2.763174603,0.0283054
2.786394558,0.0301369
2.809614512,0.028979
2.832834467,0.031556
2.856054422,0.0217169
2.879274376,0.0244557
2.902494331,0.0350042
2.925714286,0.0445956
2.948934240,0.0289067
2.972154195,0.0324907
2.995374150,0.0215161
3.018594104,0.0351763
3.041814059,0.0515718
3.065034014,0.0830441
3.088253968,0.227441
3.111473923,0.194429
3.134693878,0.0655339
3.157913832,0.0263975
3.181133787,0.0175066
3.204353741,0.01321
3.227573696,0.0394249
3.250793651,0.0503456
3.274013605,0.180651
3.297233560,0.2088
3.320453515,0.22602
3.343673469,0.21364
3.366893424,0.226445
3.390113379,0.183312
3.413333333,0.117549
3.436553288,0.175556
3.459773243,0.188088
3.482993197,0.186668
3.506213152,0.160626
3.529433107,0.134836
3.552653061,0.104712
3.575873016,0.11019
3.599092971,0.167097
3.622312925,0.226136
3.645532880,0.205356
3.668752834,0.203602
3.691972789,0.206425
3.715192744,0.195927
3.738412698,0.198083
3.761632653,0.21604
3.784852608,0.232397
3.808072562,0.21751
3.831292517,0.199896
3.854512472,0.179985
3.877732426,0.135433
3.900952381,0.0862826
3.924172336,0.0646111
3.947392290,0.0639398
3.970612245,0.0407213
3.993832200,0.0683341
4.017052154,0.0834034
4.040272109,0.0838566
4.063492063,0.0596218
4.086712018,0.0439205
4.109931973,0.0405376
4.133151927,0.0569477
4.156371882,0.133711
4.179591837,0.227557
4.202811791,0.130285
4.226031746,0.0260259
4.249251701,0.0216268
4.272471655,0.0253772
4.295691610,0.0530388
4.318911565,0.0956295
4.342131519,0.277959
4.365351474,0.248216
4.388571429,0.230234
4.411791383,0.183833
4.435011338,0.183419
4.458231293,0.213335
4.481451247,0.20288
4.504671202,0.205585
4.527891156,0.219669
4.551111111,0.231433
4.574331066,0.181269
4.597551020,0.158046
4.620770975,0.121377
4.643990930,0.113796
4.667210884,0.124065
4.690430839,0.16405
4.713650794,0.160557
4.736870748,0.1258
4.760090703,0.0753416
4.783310658,0.046414
4.806530612,0.0576985
4.829750567,0.0430806
4.852970522,0.0499223
4.876190476,0.067108
4.899410431,0.102489
4.922630385,0.0860893
4.945850340,0.0310958
4.969070295,0.0731855
4.992290249,0.128262
5.015510204,0.151023
5.038730159,0.289547
5.061950113,0.27022
5.085170068,0.194547
5.108390023,0.161122
5.131609977,0.214429
5.154829932,0.238441
5.178049887,0.263706
5.201269841,0.226433
5.224489796,0.107125
5.247709751,0.047384
5.270929705,0.02854
5.294149660,0.0133669
5.317369615,0.0135104
5.340589569,0.022867
5.363809524,0.0216731
5.387029478,0.016321
5.410249433,0.018564
5.433469388,0.0234106
5.456689342,0.0255989
5.479909297,0.03477
5.503129252,0.0327843
5.526349206,0.0203529
5.549569161,0.0254152
5.572789116,0.0276539
5.596009070,0.0154578
5.619229025,0.0102322
5.642448980,0.0111463
5.665668934,0.0260732
5.688888889,0.0526376
5.712108844,0.138765
5.735328798,0.156474
5.758548753,0.135167
5.781768707,0.143466
5.804988662,0.14375
5.828208617,0.166912
5.851428571,0.180989
5.874648526,0.1844
5.897868481,0.20096
5.921088435,0.21023
5.944308390,0.213825
5.967528345,0.212085
5.990748299,0.20094
6.013968254,0.199395
6.037188209,0.18782
6.060408163,0.184378
6.083628118,0.14972
6.106848073,0.149433
6.130068027,0.169988
6.153287982,0.196739
6.176507937,0.222131
6.199727891,0.210247
6.222947846,0.234666
6.246167800,0.231724
6.269387755,0.205533
6.292607710,0.204802
6.315827664,0.206775
6.339047619,0.210777
6.362267574,0.185016
6.385487528,0.167686
6.408707483,0.181989
6.431927438,0.178339
6.455147392,0.162513
6.478367347,0.183894
6.501587302,0.194599
6.524807256,0.164932
6.548027211,0.161814
6.571247166,0.145078
6.594467120,0.130267
6.617687075,0.167146
6.640907029,0.187168
6.664126984,0.191047
6.687346939,0.188081
6.710566893,0.139694
6.733786848,0.12228
6.757006803,0.119739
6.780226757,0.14589
6.803446712,0.172813
6.826666667,0.172721
6.849886621,0.154285
6.873106576,0.127353
6.896326531,0.0978072
6.919546485,0.103767
6.942766440,0.0982422
6.965986395,0.0831291
6.989206349,0.0677608
