0.203174603,155.948,0.272834467
0.539863946,173.914,0.255419501
1.358367347,182.54,0.133514739
1.631201814,195.395,0.249614512
2.049160998,195.369,0.191564626
2.246530612,181.356,0.615328798
3.73260771,583.647,0.325079365
4.063492063,524.941,0.272834467
4.429206349,464.494,0.696598639
5.20707483,439.457,0.284444444
5.584399093,402.307,0.156734694
6.019773243,420.195,0.139319728
6.164897959,465.887,0.714013605
6.884716553,393.298,0.150929705
7.128526077,425.874,0.232199546
7.412970522,403.162,0.168344671
